BugId,Link,Title,Type,concurrencyBugs,configBugs,optimBugs,perfBugs,errorBugs,hangBugs
FLUME-3311,https://issues.apache.org/jira/browse/FLUME-3311?jql=id%3DFLUME-3311,Update Wrong Use In HDFS Sink,[],0,0,0,0,0,0
FLUME-3308,https://issues.apache.org/jira/browse/FLUME-3308?jql=id%3DFLUME-3308,TailDirSource will write an empty position json file,[],0,0,0,0,0,0
FLUME-3306,https://issues.apache.org/jira/browse/FLUME-3306?jql=id%3DFLUME-3306,RollingFileSink sink.directory not exits,[],0,0,0,0,0,0
FLUME-3304,https://issues.apache.org/jira/browse/FLUME-3304?jql=id%3DFLUME-3304,hdfs sink rename empty file,[],0,0,0,0,0,0
FLUME-3299,https://issues.apache.org/jira/browse/FLUME-3299?jql=id%3DFLUME-3299,Fix log4j scopes in pom files,[],0,0,0,0,0,0
FLUME-3298,https://issues.apache.org/jira/browse/FLUME-3298?jql=id%3DFLUME-3298,Make hadoop-common optional in flume-ng-hadoop-credential-store-config-filter,[],0,0,0,0,0,0
FLUME-3297,https://issues.apache.org/jira/browse/FLUME-3297?jql=id%3DFLUME-3297,HDFS sink name collision,[],0,0,0,0,0,0
FLUME-3294,https://issues.apache.org/jira/browse/FLUME-3294?jql=id%3DFLUME-3294,Fix polling logic in TaildirSource,[],0,0,0,0,0,0
FLUME-3279,https://issues.apache.org/jira/browse/FLUME-3279?jql=id%3DFLUME-3279,hive sink cannot work after a HeartBeatFailure,[],0,0,0,0,0,0
FLUME-3278,https://issues.apache.org/jira/browse/FLUME-3278?jql=id%3DFLUME-3278,Handling -D keystore parameters in Kafka components,[],0,0,0,0,0,0
FLUME-3277,https://issues.apache.org/jira/browse/FLUME-3277?jql=id%3DFLUME-3277,Flume connect to ElasticSearch 6.4 failed after adding es jars into flume directory,[],0,0,0,0,0,0
FLUME-3274,https://issues.apache.org/jira/browse/FLUME-3274?jql=id%3DFLUME-3274,KafkaSource and JMSSource can get stuck at startup connection exception,[],0,0,0,0,0,0
FLUME-3273,https://issues.apache.org/jira/browse/FLUME-3273?jql=id%3DFLUME-3273,Avro Flume source throws java.nio.channels.ClosedChannelException when a client is being disconnected,[],0,0,0,0,0,0
FLUME-3270,https://issues.apache.org/jira/browse/FLUME-3270?jql=id%3DFLUME-3270,Close JMS resources in JMSMessageConsumer constructor in case of failure,[],0,0,0,0,0,0
FLUME-3267,https://issues.apache.org/jira/browse/FLUME-3267?jql=id%3DFLUME-3267,flume taildir will lost log when log rolling,[],0,0,0,0,0,0
FLUME-3266,https://issues.apache.org/jira/browse/FLUME-3266?jql=id%3DFLUME-3266,the parameters of fsyncPerTransaction are not working ,[],0,0,0,0,0,0
FLUME-3265,https://issues.apache.org/jira/browse/FLUME-3265?jql=id%3DFLUME-3265,Cannot set batch-size for LoadBalancingRpcClient,[],0,0,0,0,0,0
CASSANDRA-15296,https://issues.apache.org/jira/browse/CASSANDRA-15296?jql=id%3DCASSANDRA-15296,ZstdCompressor compression_level setting,[],0,0,0,0,0,0
CASSANDRA-15295,https://issues.apache.org/jira/browse/CASSANDRA-15295?jql=id%3DCASSANDRA-15295,Running into deadlock when do CommitLog initialization,[],0,0,0,0,0,0
CASSANDRA-15293,https://issues.apache.org/jira/browse/CASSANDRA-15293?jql=id%3DCASSANDRA-15293,Static columns not include in mutation size calculation,[],0,0,0,0,0,0
CASSANDRA-15292,https://issues.apache.org/jira/browse/CASSANDRA-15292?jql=id%3DCASSANDRA-15292,Point-in-time recovery ignoring timestamp of static column updates,[],0,0,0,0,0,0
CASSANDRA-15289,https://issues.apache.org/jira/browse/CASSANDRA-15289?jql=id%3DCASSANDRA-15289,bad merge reverted CASSANDRA-14993,[],0,0,0,0,0,0
CASSANDRA-15287,https://issues.apache.org/jira/browse/CASSANDRA-15287?jql=id%3DCASSANDRA-15287,Inaccurate exception message with nodetool snapshot ,[],0,0,0,0,0,0
CASSANDRA-15284,https://issues.apache.org/jira/browse/CASSANDRA-15284?jql=id%3DCASSANDRA-15284,AssertionError while scrubbing sstable,[],0,0,0,0,0,0
CASSANDRA-15283,https://issues.apache.org/jira/browse/CASSANDRA-15283?jql=id%3DCASSANDRA-15283,nodetool statushandoff does not list max hint window,[],0,0,0,0,0,0
CASSANDRA-15282,https://issues.apache.org/jira/browse/CASSANDRA-15282?jql=id%3DCASSANDRA-15282,nodetool tablestats does not list bytes repaired/unrepaired,[],0,0,0,0,0,0
CASSANDRA-15281,https://issues.apache.org/jira/browse/CASSANDRA-15281?jql=id%3DCASSANDRA-15281,help for clearsnapshot needs to be updated to indicate requirement for --all,[],0,0,0,0,0,0
CASSANDRA-15280,https://issues.apache.org/jira/browse/CASSANDRA-15280?jql=id%3DCASSANDRA-15280,Update help for  nodetool tablehistograms,[],0,0,0,0,0,0
CASSANDRA-15279,https://issues.apache.org/jira/browse/CASSANDRA-15279?jql=id%3DCASSANDRA-15279,Remove overly conservative check breaking VirtualTable unit test,[],0,0,0,0,0,0
CASSANDRA-15278,https://issues.apache.org/jira/browse/CASSANDRA-15278?jql=id%3DCASSANDRA-15278,User's password for sstableloader tool is visible in ps command output.,[],0,0,0,0,0,0
CASSANDRA-15276,https://issues.apache.org/jira/browse/CASSANDRA-15276?jql=id%3DCASSANDRA-15276,SSTableLoader failes if loading large table,[],0,0,0,0,0,0
CASSANDRA-15275,https://issues.apache.org/jira/browse/CASSANDRA-15275?jql=id%3DCASSANDRA-15275,Repair failed due to data corruption in one of the production table,[],0,0,0,0,0,0
CASSANDRA-15274,https://issues.apache.org/jira/browse/CASSANDRA-15274?jql=id%3DCASSANDRA-15274,Multiple Corrupt datafiles across entire environment ,[],0,0,0,0,0,0
CASSANDRA-15273,https://issues.apache.org/jira/browse/CASSANDRA-15273?jql=id%3DCASSANDRA-15273,cassandra does not start with new systemd version,[],0,0,0,0,0,0
CASSANDRA-15271,https://issues.apache.org/jira/browse/CASSANDRA-15271?jql=id%3DCASSANDRA-15271,"CASSANDRA-13426 changed the behavior of ""CLUSTERING ORDER"" on ""CREATE TABLE""",[],0,0,0,0,0,0
CASSANDRA-15270,https://issues.apache.org/jira/browse/CASSANDRA-15270?jql=id%3DCASSANDRA-15270,cassandra jdbc connection string from exasol,[],0,0,0,0,0,0
CASSANDRA-15269,https://issues.apache.org/jira/browse/CASSANDRA-15269?jql=id%3DCASSANDRA-15269,Cassandra fails to process OperationExecutionException which causes ClassCastException,[],0,0,0,0,0,0
CASSANDRA-15267,https://issues.apache.org/jira/browse/CASSANDRA-15267?jql=id%3DCASSANDRA-15267,Client error metrics not updated when no host is available,[],0,0,0,0,0,0
CASSANDRA-15266,https://issues.apache.org/jira/browse/CASSANDRA-15266?jql=id%3DCASSANDRA-15266,java internal exception on attempt to UPDATE a row using CONTAINS operator,[],0,0,0,0,0,0
CASSANDRA-15265,https://issues.apache.org/jira/browse/CASSANDRA-15265?jql=id%3DCASSANDRA-15265,Index summary redistribution can start even when compactions are paused,[],0,0,0,0,0,0
CASSANDRA-15263,https://issues.apache.org/jira/browse/CASSANDRA-15263?jql=id%3DCASSANDRA-15263,LegacyLayout RangeTombstoneList throws java.lang.NullPointerException: null,[],0,0,0,0,0,0
CASSANDRA-15262,https://issues.apache.org/jira/browse/CASSANDRA-15262?jql=id%3DCASSANDRA-15262,server_encryption_options is not backwards compatible with 3.11,[],0,0,0,0,0,0
CASSANDRA-15259,https://issues.apache.org/jira/browse/CASSANDRA-15259?jql=id%3DCASSANDRA-15259,Selecting Index by Lowest Mean Column Count Selects Random Index,[],0,0,0,0,0,0
CASSANDRA-15258,https://issues.apache.org/jira/browse/CASSANDRA-15258?jql=id%3DCASSANDRA-15258,Cassandra JDK11 Windows not working,[],0,0,0,0,0,0
CASSANDRA-15253,https://issues.apache.org/jira/browse/CASSANDRA-15253?jql=id%3DCASSANDRA-15253,reboot Cassandra,[],0,0,0,0,0,0
CASSANDRA-15252,https://issues.apache.org/jira/browse/CASSANDRA-15252?jql=id%3DCASSANDRA-15252,Don't consider current keyspace in prepared statement id when the query is qualified,[],0,0,0,0,0,0
CASSANDRA-15251,https://issues.apache.org/jira/browse/CASSANDRA-15251?jql=id%3DCASSANDRA-15251,""" cassandra.service failed "" while running command ""service cassandra start""",[],0,0,0,0,0,0
CASSANDRA-15250,https://issues.apache.org/jira/browse/CASSANDRA-15250?jql=id%3DCASSANDRA-15250,Large cartesian produces in IN queries cause the server to run out of memory,[],0,0,0,0,0,0
CASSANDRA-15245,https://issues.apache.org/jira/browse/CASSANDRA-15245?jql=id%3DCASSANDRA-15245,cassandra-all| library uses non-existent Guava classes,[],0,0,0,0,0,0
CASSANDRA-15244,https://issues.apache.org/jira/browse/CASSANDRA-15244?jql=id%3DCASSANDRA-15244,"After Delete the data for particular partition , even still selecting that row. nodes all are in sync. we did full repair as well.",[],0,0,0,0,0,0
CASSANDRA-15243,https://issues.apache.org/jira/browse/CASSANDRA-15243?jql=id%3DCASSANDRA-15243,removenode can cause QUORUM write queries to fail,[],0,0,0,0,0,0
CASSANDRA-15242,https://issues.apache.org/jira/browse/CASSANDRA-15242?jql=id%3DCASSANDRA-15242,Race condition between flushing and compaction stalls compaction indefinitely,[],0,0,0,0,0,0
CASSANDRA-15239,https://issues.apache.org/jira/browse/CASSANDRA-15239?jql=id%3DCASSANDRA-15239,[flaky in-mem dtest] nodeDownDuringMove - org.apache.cassandra.distributed.test.GossipTest,[],0,0,0,0,0,0
CASSANDRA-15238,https://issues.apache.org/jira/browse/CASSANDRA-15238?jql=id%3DCASSANDRA-15238,Verifier does not detect out-of-order cells (while Scrubber does),[],0,0,0,0,0,0
CASSANDRA-15236,https://issues.apache.org/jira/browse/CASSANDRA-15236?jql=id%3DCASSANDRA-15236,"date, smallint, time, and tinyint types should be fixed length",[],0,0,0,0,0,0
CASSANDRA-15234,https://issues.apache.org/jira/browse/CASSANDRA-15234?jql=id%3DCASSANDRA-15234,Standardise config and JVM parameters,[],0,0,0,0,0,0
CASSANDRA-15231,https://issues.apache.org/jira/browse/CASSANDRA-15231?jql=id%3DCASSANDRA-15231,nodetool status shows DN when node is decommission,[],0,0,0,0,0,0
CASSANDRA-15230,https://issues.apache.org/jira/browse/CASSANDRA-15230?jql=id%3DCASSANDRA-15230,Resizing window aborts cqlsh COPY: Interrupted system call,[],0,0,0,0,0,0
CASSANDRA-15229,https://issues.apache.org/jira/browse/CASSANDRA-15229?jql=id%3DCASSANDRA-15229,BufferPool Regression,[],0,0,0,0,0,0
CASSANDRA-15228,https://issues.apache.org/jira/browse/CASSANDRA-15228?jql=id%3DCASSANDRA-15228,CommitLogReplayer should replay past final sync marker,[],0,0,0,0,0,0
CASSANDRA-15225,https://issues.apache.org/jira/browse/CASSANDRA-15225?jql=id%3DCASSANDRA-15225,FileUtils.close() does not handle non-IOException,[],0,0,0,0,0,0
CASSANDRA-15224,https://issues.apache.org/jira/browse/CASSANDRA-15224?jql=id%3DCASSANDRA-15224,DynamicSnitch.applyConfigChanges can corrupt snitch state,[],0,0,0,0,0,0
CASSANDRA-15223,https://issues.apache.org/jira/browse/CASSANDRA-15223?jql=id%3DCASSANDRA-15223,OutboundTcpConnection leaks direct memory,[],0,0,0,0,0,0
CASSANDRA-15218,https://issues.apache.org/jira/browse/CASSANDRA-15218?jql=id%3DCASSANDRA-15218,NativeTransport allocates heap buffers for compression,[],0,0,0,0,0,0
CASSANDRA-15217,https://issues.apache.org/jira/browse/CASSANDRA-15217?jql=id%3DCASSANDRA-15217,IntervalLock uses currentTimeMillis; should use monotonic time source,[],0,0,0,0,0,0
CASSANDRA-15216,https://issues.apache.org/jira/browse/CASSANDRA-15216?jql=id%3DCASSANDRA-15216,Cross node message creation times are disabled by default,[],0,0,0,0,0,0
CASSANDRA-15215,https://issues.apache.org/jira/browse/CASSANDRA-15215?jql=id%3DCASSANDRA-15215,VIntCoding should read and write more efficiently,[],0,0,0,0,0,0
ZOOKEEPER-3526,https://issues.apache.org/jira/browse/ZOOKEEPER-3526?jql=id%3DZOOKEEPER-3526,"When a zk Node just become the leader,synchronizing with Follower in the first time, the value of maxCommittedLog may be smaller than the value of  minCommittedLogï¼Œis that a problem?",[],0,0,0,0,0,0
ZOOKEEPER-3524,https://issues.apache.org/jira/browse/ZOOKEEPER-3524?jql=id%3DZOOKEEPER-3524, LearnerMetricsTest.testLearnerMetricsTest is flaky again,[],0,0,0,0,0,0
ZOOKEEPER-3521,https://issues.apache.org/jira/browse/ZOOKEEPER-3521?jql=id%3DZOOKEEPER-3521,equals generate by jute potentially cause NPE,[],0,0,0,0,0,0
ZOOKEEPER-3520,https://issues.apache.org/jira/browse/ZOOKEEPER-3520?jql=id%3DZOOKEEPER-3520,KeeperException is good to have a error message field besides path,[],0,0,0,0,0,0
ZOOKEEPER-3518,https://issues.apache.org/jira/browse/ZOOKEEPER-3518?jql=id%3DZOOKEEPER-3518,owasp check flagging jackson-databind 2.9.9.1,[],0,0,0,0,0,0
ZOOKEEPER-3516,https://issues.apache.org/jira/browse/ZOOKEEPER-3516?jql=id%3DZOOKEEPER-3516,Zookeeper not working with enabling ssl and remote authentication,[],0,0,0,0,0,0
ZOOKEEPER-3515,https://issues.apache.org/jira/browse/ZOOKEEPER-3515?jql=id%3DZOOKEEPER-3515,server.xml howing keystore and truststore passwords as clear text,[],0,0,0,0,0,0
ZOOKEEPER-3513,https://issues.apache.org/jira/browse/ZOOKEEPER-3513?jql=id%3DZOOKEEPER-3513,Zookeeper upgrade fails due to missing snapshots,[],0,0,0,0,0,0
ZOOKEEPER-3510,https://issues.apache.org/jira/browse/ZOOKEEPER-3510?jql=id%3DZOOKEEPER-3510,Frequent 'zkServer.sh stop' failures when running C test suite,[],0,0,0,0,0,0
ZOOKEEPER-3504,https://issues.apache.org/jira/browse/ZOOKEEPER-3504?jql=id%3DZOOKEEPER-3504,An information leakage from FileTxnSnapLog to log:,[],0,0,0,0,0,0
ZOOKEEPER-3498,https://issues.apache.org/jira/browse/ZOOKEEPER-3498?jql=id%3DZOOKEEPER-3498,In zookeeper-jute project generated source should not be in target\classes folder,[],0,0,0,0,0,0
ZOOKEEPER-3496,https://issues.apache.org/jira/browse/ZOOKEEPER-3496?jql=id%3DZOOKEEPER-3496,Transaction larger than jute.maxbuffer makes ZooKeeper unavailable,[],0,0,0,0,0,0
ZOOKEEPER-3490,https://issues.apache.org/jira/browse/ZOOKEEPER-3490?jql=id%3DZOOKEEPER-3490,Zookeeper followers not reflecting writes (after months),[],0,0,0,0,0,0
ZOOKEEPER-3489,https://issues.apache.org/jira/browse/ZOOKEEPER-3489?jql=id%3DZOOKEEPER-3489,Possible information leakage to log without LOG configuration control LOG.isWarnEnabled(),['configuration'],0,1,0,0,0,0
ZOOKEEPER-3488,https://issues.apache.org/jira/browse/ZOOKEEPER-3488?jql=id%3DZOOKEEPER-3488,Possible information leakage to log without LOG configuration control LOG.isInfoEnabled(),['configuration'],0,1,0,0,0,0
ZOOKEEPER-3482,https://issues.apache.org/jira/browse/ZOOKEEPER-3482?jql=id%3DZOOKEEPER-3482,SASL (Kerberos) Authentication with SSL for clients and Quorum,[],0,0,0,0,0,0
ZOOKEEPER-3479,https://issues.apache.org/jira/browse/ZOOKEEPER-3479?jql=id%3DZOOKEEPER-3479,Logging false leader election times,[],0,0,0,0,0,0
ZOOKEEPER-3478,https://issues.apache.org/jira/browse/ZOOKEEPER-3478?jql=id%3DZOOKEEPER-3478,Leader restart shuts down all the followers,[],0,0,0,0,0,0
ZOOKEEPER-3471,https://issues.apache.org/jira/browse/ZOOKEEPER-3471?jql=id%3DZOOKEEPER-3471,Potential lock unavailable due to dangling ephemeral nodes left during local session upgrading,[],0,0,0,0,0,0
ZOOKEEPER-3466,https://issues.apache.org/jira/browse/ZOOKEEPER-3466?jql=id%3DZOOKEEPER-3466,"ZK cluster converges, but does not properly handle client connections (new in 3.5.5)",[],0,0,0,0,0,0
ZOOKEEPER-3460,https://issues.apache.org/jira/browse/ZOOKEEPER-3460?jql=id%3DZOOKEEPER-3460,Zookeeper 3.4.13: keeps crashing after a repave in cloudnative environment.,[],0,0,0,0,0,0
ZOOKEEPER-3456,https://issues.apache.org/jira/browse/ZOOKEEPER-3456?jql=id%3DZOOKEEPER-3456,Service temporarily unavailable due to an ongoing leader election. Please refresh,[],0,0,0,0,0,0
ZOOKEEPER-3445,https://issues.apache.org/jira/browse/ZOOKEEPER-3445?jql=id%3DZOOKEEPER-3445,Concurrency issue in ReferenceCountedACLCache,[],0,0,0,0,0,0
ZOOKEEPER-3444,https://issues.apache.org/jira/browse/ZOOKEEPER-3444?jql=id%3DZOOKEEPER-3444,Latest stable version will not start on Windows Server 2016 (DataCenter edition) and Java 8,[],0,0,0,0,0,0
ZOOKEEPER-3442,https://issues.apache.org/jira/browse/ZOOKEEPER-3442?jql=id%3DZOOKEEPER-3442,OWASP jenkins failing due to jackson databind CVE published,[],0,0,0,0,0,0
ZOOKEEPER-3440,https://issues.apache.org/jira/browse/ZOOKEEPER-3440?jql=id%3DZOOKEEPER-3440,Fix Apache RAT check by excluding binary files (images),[],0,0,0,0,0,0
ZOOKEEPER-3438,https://issues.apache.org/jira/browse/ZOOKEEPER-3438?jql=id%3DZOOKEEPER-3438,Flaky test:org.apache.zookeeper.server.PrepRequestProcessorMetricsTest.testPrepRequestProcessorMetrics,[],0,0,0,0,0,0
ZOOKEEPER-3435,https://issues.apache.org/jira/browse/ZOOKEEPER-3435?jql=id%3DZOOKEEPER-3435,client session expired after timeout after errors and warning logs in zk server logs,[],0,0,0,0,0,0
ZOOKEEPER-3433,https://issues.apache.org/jira/browse/ZOOKEEPER-3433?jql=id%3DZOOKEEPER-3433,zkpython build broken after maven migration,[],0,0,0,0,0,0
ZOOKEEPER-3426,https://issues.apache.org/jira/browse/ZOOKEEPER-3426?jql=id%3DZOOKEEPER-3426,ZK prime_connection(the Handshake) can complete without reading all the payload.,[],0,0,0,0,0,0
ZOOKEEPER-3424,https://issues.apache.org/jira/browse/ZOOKEEPER-3424?jql=id%3DZOOKEEPER-3424,download page file package broken,[],0,0,0,0,0,0
ZOOKEEPER-3420,https://issues.apache.org/jira/browse/ZOOKEEPER-3420?jql=id%3DZOOKEEPER-3420,"With newer ZK C Client and older ZK server, recv_buffer() could potentially return 0 continuously on non-blocking socket",[],0,0,0,0,0,0
ZOOKEEPER-3414,https://issues.apache.org/jira/browse/ZOOKEEPER-3414?jql=id%3DZOOKEEPER-3414,sync api should throw NoNodeException when syncing a path which is not exist,[],0,0,0,0,0,0
ZOOKEEPER-3412,https://issues.apache.org/jira/browse/ZOOKEEPER-3412?jql=id%3DZOOKEEPER-3412,Bad signature of tarball 3.5.5 on EU mirror,[],0,0,0,0,0,0
ZOOKEEPER-3410,https://issues.apache.org/jira/browse/ZOOKEEPER-3410?jql=id%3DZOOKEEPER-3410,./zkTxnLogToolkit.sh will throw the NPE and stop the process of formatting txn logs due to the data's content is null,[],0,0,0,0,0,0
ZOOKEEPER-3405,https://issues.apache.org/jira/browse/ZOOKEEPER-3405?jql=id%3DZOOKEEPER-3405,owasp flagging jackson-databind,[],0,0,0,0,0,0
ZOOKEEPER-3404,https://issues.apache.org/jira/browse/ZOOKEEPER-3404?jql=id%3DZOOKEEPER-3404,BouncyCastle upgrade to 1.61 might cause flaky test issues,[],0,0,0,0,0,0
ZOOKEEPER-3403,https://issues.apache.org/jira/browse/ZOOKEEPER-3403?jql=id%3DZOOKEEPER-3403,Zookeeper bundle 3.5.5 is Non OSGi complaint,[],0,0,0,0,0,0
ZOOKEEPER-3399,https://issues.apache.org/jira/browse/ZOOKEEPER-3399?jql=id%3DZOOKEEPER-3399,Remove logging in getGlobalOutstandingLimit for optimal performance.,[],0,0,0,0,0,0
ZOOKEEPER-3397,https://issues.apache.org/jira/browse/ZOOKEEPER-3397?jql=id%3DZOOKEEPER-3397,API docs are incorrectly linked in release artifacts,[],0,0,0,0,0,0
ZOOKEEPER-3393,https://issues.apache.org/jira/browse/ZOOKEEPER-3393?jql=id%3DZOOKEEPER-3393,Read-only file system may make the whole ZooKeeper cluster to be unavailable.,[],0,0,0,0,0,0
ZOOKEEPER-3390,https://issues.apache.org/jira/browse/ZOOKEEPER-3390?jql=id%3DZOOKEEPER-3390,Broken Link - Release Notes (PDF),[],0,0,0,0,0,0
ZOOKEEPER-3389,https://issues.apache.org/jira/browse/ZOOKEEPER-3389?jql=id%3DZOOKEEPER-3389,Zookeeper does not export all required packages in OSGi (needed for curator),[],0,0,0,0,0,0
ZOOKEEPER-3373,https://issues.apache.org/jira/browse/ZOOKEEPER-3373?jql=id%3DZOOKEEPER-3373,"need change description for ""Single System Image"" guarantee in document",[],0,0,0,0,0,0
ZOOKEEPER-3367,https://issues.apache.org/jira/browse/ZOOKEEPER-3367?jql=id%3DZOOKEEPER-3367,"Zookeeper 3.4.14 Maven jar pulls in spotbugs-annotations, which is under LGPL license",[],0,0,0,0,0,0
ZOOKEEPER-3356,https://issues.apache.org/jira/browse/ZOOKEEPER-3356?jql=id%3DZOOKEEPER-3356,Request throttling in Netty is not working as expected and could cause direct buffer OOM issue ,[],0,0,0,0,0,0
ZOOKEEPER-3337,https://issues.apache.org/jira/browse/ZOOKEEPER-3337?jql=id%3DZOOKEEPER-3337,Maven build failed with user or group id is too big ,[],0,0,0,0,0,0
ZOOKEEPER-3336,https://issues.apache.org/jira/browse/ZOOKEEPER-3336?jql=id%3DZOOKEEPER-3336,"Leader election terminated, two leaders or not following leader or not having state",[],0,0,0,0,0,0
ZOOKEEPER-3334,https://issues.apache.org/jira/browse/ZOOKEEPER-3334?jql=id%3DZOOKEEPER-3334,./zkCli.sh cannot create the node,[],0,0,0,0,0,0
ZOOKEEPER-3330,https://issues.apache.org/jira/browse/ZOOKEEPER-3330?jql=id%3DZOOKEEPER-3330,[zookeeper-docs]:the index.md's navigation is broken,[],0,0,0,0,0,0
